2025-06-05 12:39:48 | INFO     | __main__:test_basic_functionality:40 | Test log message
2025-06-05 16:46:07 | INFO     | main:lifespan:43 | Starting PDF Parser Service...
2025-06-05 16:46:07 | INFO     | services.database:connect:46 | MongoDB 连接成功: nutriguide_pdf
2025-06-05 16:46:07 | WARNING  | services.database:_create_indexes:94 | 索引创建失败: Command createIndexes requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command createIndexes requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 16:46:07 | INFO     | main:lifespan:46 | Database connected successfully
2025-06-05 16:46:08 | INFO     | celery_app:worker_ready_handler:54 | Celery worker正在启动...
2025-06-05 16:46:08 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:46:08 | INFO     | celery_app:worker_ready_handler:59 | PDF解析服务初始化完成
2025-06-05 16:46:08 | INFO     | celery_app:worker_ready_handler:65 | 数据库服务初始化完成
2025-06-05 16:46:08 | INFO     | celery_app:worker_ready_handler:67 | Celery worker启动成功
2025-06-05 16:46:21 | ERROR    | services.database:get_parsing_stats:406 | 获取统计信息失败: 'NoneType' object is not subscriptable
2025-06-05 16:46:21 | ERROR    | api.admin:get_system_metrics:60 | 获取系统指标失败: 'NoneType' object is not subscriptable
2025-06-05 16:46:25 | ERROR    | services.database:get_parsing_stats:406 | 获取统计信息失败: 'NoneType' object is not subscriptable
2025-06-05 16:46:25 | ERROR    | api.admin:get_system_metrics:60 | 获取系统指标失败: 'NoneType' object is not subscriptable
2025-06-05 16:46:38 | ERROR    | services.database:get_parsing_stats:406 | 获取统计信息失败: 'NoneType' object is not subscriptable
2025-06-05 16:46:38 | ERROR    | api.admin:get_system_metrics:60 | 获取系统指标失败: 'NoneType' object is not subscriptable
2025-06-05 16:47:46 | ERROR    | services.database:get_parsing_stats:406 | 获取统计信息失败: 'NoneType' object is not subscriptable
2025-06-05 16:47:46 | ERROR    | api.admin:get_system_metrics:60 | 获取系统指标失败: 'NoneType' object is not subscriptable
2025-06-05 16:47:58 | INFO     | main:lifespan:54 | Shutting down PDF Parser Service...
2025-06-05 16:47:58 | INFO     | services.database:disconnect:59 | MongoDB 连接已关闭
2025-06-05 16:47:58 | INFO     | main:lifespan:57 | Database disconnected successfully
2025-06-05 16:47:59 | INFO     | celery_app:worker_shutting_down_handler:79 | Celery worker正在关闭...
2025-06-05 16:47:59 | INFO     | celery_app:worker_shutting_down_handler:89 | Celery worker关闭完成
2025-06-05 16:48:16 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:48:16 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:48:16 | INFO     | main:lifespan:43 | Starting PDF Parser Service...
2025-06-05 16:48:16 | INFO     | services.database:connect:46 | MongoDB 连接成功: nutriguide_pdf
2025-06-05 16:48:16 | WARNING  | services.database:_create_indexes:94 | 索引创建失败: Command createIndexes requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command createIndexes requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 16:48:16 | INFO     | main:lifespan:46 | Database connected successfully
2025-06-05 16:48:18 | INFO     | celery_app:worker_ready_handler:54 | Celery worker正在启动...
2025-06-05 16:48:18 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:48:18 | INFO     | celery_app:worker_ready_handler:59 | PDF解析服务初始化完成
2025-06-05 16:48:18 | INFO     | celery_app:worker_ready_handler:65 | 数据库服务初始化完成
2025-06-05 16:48:18 | INFO     | celery_app:worker_ready_handler:67 | Celery worker启动成功
2025-06-05 16:48:23 | ERROR    | services.database:get_parsing_stats:406 | 获取统计信息失败: 'NoneType' object is not subscriptable
2025-06-05 16:48:23 | ERROR    | api.admin:get_system_metrics:60 | 获取系统指标失败: 'NoneType' object is not subscriptable
2025-06-05 16:48:48 | ERROR    | services.database:get_parsing_stats:406 | 获取统计信息失败: 'NoneType' object is not subscriptable
2025-06-05 16:48:48 | ERROR    | api.admin:get_system_metrics:60 | 获取系统指标失败: 'NoneType' object is not subscriptable
2025-06-05 16:57:30 | INFO     | main:lifespan:54 | Shutting down PDF Parser Service...
2025-06-05 16:57:30 | INFO     | services.database:disconnect:59 | MongoDB 连接已关闭
2025-06-05 16:57:30 | INFO     | main:lifespan:57 | Database disconnected successfully
2025-06-05 16:57:30 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:57:30 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:58:33 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:58:33 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:58:41 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:58:41 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:58:57 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:58:57 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:59:30 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:59:30 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:59:30 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 16:59:30 | INFO     | main:lifespan:45 | Starting PDF Parser Service...
2025-06-05 16:59:30 | INFO     | services.database:connect:46 | MongoDB 连接成功: nutriguide_pdf
2025-06-05 16:59:30 | WARNING  | services.database:_create_indexes:94 | 索引创建失败: Command createIndexes requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command createIndexes requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 16:59:30 | INFO     | main:lifespan:48 | Database connected successfully
2025-06-05 16:59:30 | INFO     | main:lifespan:56 | Shutting down PDF Parser Service...
2025-06-05 16:59:30 | INFO     | services.database:disconnect:59 | MongoDB 连接已关闭
2025-06-05 16:59:30 | INFO     | main:lifespan:59 | Database disconnected successfully
2025-06-05 17:00:52 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 17:00:52 | INFO     | services.pdf_parser:__init__:19 | Using mock PDF parser service
2025-06-05 17:00:52 | INFO     | main:lifespan:45 | Starting PDF Parser Service...
2025-06-05 17:00:52 | INFO     | services.database:connect:46 | MongoDB 连接成功: nutriguide_pdf
2025-06-05 17:00:52 | WARNING  | services.database:_create_indexes:94 | 索引创建失败: Command createIndexes requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command createIndexes requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:00:52 | INFO     | main:lifespan:48 | Database connected successfully
2025-06-05 17:01:13 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:01:13 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:01:18 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:01:18 | ERROR    | main:get_parsing_history:293 | Get history failed: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:02:15 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:15 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:30 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:30 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:02:30 | ERROR    | main:get_parsing_history:293 | Get history failed: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:02:40 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:40 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:40 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:40 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:50 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:50 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:50 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:02:50 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:00 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:00 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:00 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:03:00 | ERROR    | main:get_parsing_history:293 | Get history failed: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:03:00 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:00 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:10 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:10 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:10 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:10 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:20 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:20 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:20 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:20 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:30 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:03:30 | ERROR    | main:get_parsing_history:293 | Get history failed: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:03:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:30 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:40 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:40 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:40 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:40 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:50 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:50 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:50 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:03:50 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:00 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:00 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:00 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:04:00 | ERROR    | main:get_parsing_history:293 | Get history failed: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:04:00 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:00 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:10 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:10 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:10 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:10 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:20 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:20 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:20 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:20 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:30 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:04:30 | ERROR    | main:get_parsing_history:293 | Get history failed: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:04:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:30 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:40 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:40 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:40 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:40 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:50 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:50 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:50 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:04:50 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:00 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:05:00 | ERROR    | main:get_parsing_history:293 | Get history failed: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:05:00 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:00 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:00 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:00 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:10 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:10 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:10 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:10 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:20 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:20 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:20 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:20 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:05:30 | ERROR    | main:get_parsing_history:293 | Get history failed: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:05:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:30 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:30 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:40 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:40 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:40 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:40 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:50 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:50 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:50 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:05:50 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:00 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:06:00 | ERROR    | main:get_parsing_history:293 | Get history failed: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
2025-06-05 17:06:00 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:00 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:00 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:00 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:10 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:10 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:10 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:10 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:20 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:20 | ERROR    | api.admin:get_real_time_stats:482 | 获取实时统计失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:20 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:20 | ERROR    | api.admin:get_recent_tasks:514 | 获取最近任务失败: 'NoneType' object is not subscriptable
2025-06-05 17:06:30 | ERROR    | services.database:get_parsing_history:244 | 获取解析历史失败: Command aggregate requires authentication, full error: {'ok': 0.0, 'errmsg': 'Command aggregate requires authentication', 'code': 13, 'codeName': 'Unauthorized'}
